# Simulation 1 (Up to date)
# 0,
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
13.41,470.681,-14.261,-1.394,14.335,1.825,40.306,0.022,40.306,0.031,0.58,1.179,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.041,1.377e6,0,40.877,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.036,11.904,957.392,338.513,0.399,0.163
13.91,463.46,-14.623,-0.724,14.665,1.253,39.888,0.022,39.888,0.032,1.091,1.022,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.042,1.409e6,0,43.986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.191,11.941,958.047,338.535,0.5,0.163
14.41,456.113,-14.765,-0.284,14.784,0.779,39.252,0.023,39.252,0.033,1.454,0.726,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.043,1.422e6,0,45.966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.211,11.988,958.894,338.563,0.5,0.164
14.91,448.716,-14.82,-0.11,14.827,0.445,38.471,0.023,38.471,0.034,1.67,0.431,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.044,1.427e6,0,46.716,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.115,12.035,959.756,338.592,0.5,0.164
15.41,441.302,-14.839,-0.038,14.841,0.229,37.608,0.023,37.608,0.035,1.782,0.226,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.044,1.429e6,0,47.031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.015,12.083,960.623,338.621,0.5,0.164
15.91,433.881,-14.843,-0.008,14.843,0.022,36.714,0.023,36.714,0.036,1.793,0.021,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.044,1.43e6,0,47.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.817,12.132,961.493,338.651,0.5,0.164
16.41,426.46,-14.84,0.005,14.841,0.141,35.8,0.023,35.8,0.036,1.863,0.141,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.044,1.431e6,0,47.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.009,12.18,962.363,338.68,0.5,0.164
16.91,419.041,-14.836,0.009,14.837,0.157,34.849,0.023,34.849,0.037,1.941,0.156,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.044,1.431e6,0,47.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.103,12.228,963.233,338.709,0.5,0.164
17.41,411.626,-14.827,0.017,14.833,0.409,33.93,0.023,33.93,0.038,1.737,0.409,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.044,1.431e6,0,47.324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.326,12.276,964.103,338.738,0.5,0.164
17.91,404.213,-14.825,0.005,14.825,0.024,33.058,0.023,33.058,0.039,1.749,0.024,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.044,1.432e6,0,47.223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.776,12.324,964.973,338.768,0.5,0.164
18.41,396.802,-14.82,0.009,14.82,0.032,32.187,0.022,32.187,0.04,1.733,0.031,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.044,1.432e6,0,47.242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.705,12.373,965.843,338.797,0.5,0.165
18.91,389.393,-14.815,0.01,14.815,0.021,31.318,0.022,31.318,0.041,1.743,0.018,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.044,1.432e6,0,47.249,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.764,12.421,966.712,338.826,0.5,0.165
19.41,381.987,-14.81,0.011,14.81,0.058,30.44,0.022,30.44,0.042,1.771,0.057,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.044,1.433e6,0,47.253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.832,12.469,967.581,338.855,0.5,0.165
19.91,374.583,-14.803,0.014,14.805,0.244,29.524,0.022,29.524,0.043,1.893,0.244,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.044,1.433e6,0,47.281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.142,12.517,968.449,338.884,0.5,0.165
20.41,367.183,-14.798,0.01,14.799,0.156,28.558,0.022,28.558,0.044,1.971,0.156,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.044,1.433e6,0,47.254,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.131,12.565,969.318,338.913,0.5,0.165
20.91,359.785,-14.793,0.009,14.793,0.078,27.582,0.022,27.582,0.046,1.932,0.078,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.044,1.434e6,0,47.248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.857,12.613,970.186,338.943,0.5,0.165
21.41,352.39,-14.788,0.01,14.788,0.049,26.61,0.022,26.61,0.047,1.956,0.048,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.044,1.434e6,0,47.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.007,12.661,971.053,338.972,0.5,0.165
21.91,344.997,-14.783,0.011,14.783,0.126,25.648,0.022,25.648,0.049,1.893,0.125,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.044,1.434e6,0,47.258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.77,12.709,971.921,339.001,0.5,0.165
22.41,337.608,-14.777,0.012,14.778,0.212,24.728,0.022,24.728,0.05,1.788,0.211,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.044,1.435e6,0,47.271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.578,12.758,972.788,339.03,0.5,0.166
22.91,330.22,-14.772,0.009,14.772,0.01,23.835,0.022,23.835,0.052,1.785,0.005,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.044,1.435e6,0,47.244,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.783,12.806,973.654,339.059,0.5,0.166
23.41,322.836,-14.766,0.012,14.767,0.185,22.919,0.022,22.919,0.054,1.877,0.184,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.044,1.435e6,0,47.267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.066,12.854,974.521,339.088,0.5,0.166
23.91,315.454,-14.761,0.009,14.762,0.063,21.973,0.021,21.973,0.056,1.908,0.062,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.044,1.436e6,0,47.248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.973,12.902,975.387,339.117,0.5,0.166
24.41,308.075,-14.756,0.01,14.756,0.06,21.011,0.021,21.011,0.058,1.938,0.059,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.044,1.436e6,0,47.251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2,12.95,976.253,339.146,0.5,0.166
24.91,300.698,-14.751,0.01,14.751,0.023,20.045,0.021,20.045,0.061,1.927,0.021,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.044,1.436e6,0,47.251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.909,12.998,977.118,339.175,0.5,0.166
25.41,293.324,-14.745,0.012,14.746,0.199,19.056,0.021,19.056,0.064,2.027,0.199,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.043,1.437e6,0,47.272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.229,13.045,977.983,339.204,0.5,0.166
25.91,285.952,-14.74,0.009,14.74,0.014,18.042,0.021,18.042,0.067,2.032,0.011,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.043,1.437e6,0,47.246,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.046,13.093,978.848,339.233,0.5,0.166
26.41,278.583,-14.735,0.01,14.735,0.073,17.034,0.021,17.034,0.07,1.996,0.072,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.043,1.437e6,0,47.252,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.927,13.141,979.713,339.263,0.5,0.167
26.91,271.217,-14.73,0.011,14.73,0.113,16.05,0.021,16.05,0.074,1.94,0.113,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.043,1.438e6,0,47.257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.83,13.189,980.577,339.292,0.5,0.167
27.41,263.854,-14.725,0.01,14.725,0.097,15.068,0.021,15.068,0.079,1.988,0.096,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.043,1.438e6,0,47.255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.087,13.237,981.441,339.321,0.5,0.167
27.91,256.493,-14.719,0.011,14.72,0.106,14.061,0.021,14.061,0.084,2.041,0.105,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.043,1.438e6,0,47.256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.149,13.285,982.304,339.35,0.5,0.167
28.41,249.134,-14.714,0.01,14.714,0.012,13.04,0.021,13.04,0.09,2.044,0.007,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.043,1.439e6,0,47.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.055,13.333,983.168,339.379,0.5,0.167
28.91,241.778,-14.709,0.011,14.709,0.1,12.005,0.02,12.005,0.098,2.094,0.099,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.043,1.439e6,0,47.257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.196,13.381,984.031,339.408,0.5,0.167
29.41,234.425,-14.704,0.011,14.704,0.113,10.972,0.02,10.972,0.106,2.038,0.113,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.043,1.439e6,0,47.257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.928,13.428,984.893,339.437,0.5,0.167
29.91,227.075,-14.699,0.01,14.699,0.01,9.954,0.02,9.954,0.116,2.037,0.001,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.043,1.44e6,0,47.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.039,13.476,985.756,339.465,0.5,0.168
30.41,219.727,-14.693,0.012,14.694,0.165,8.915,0.02,8.915,0.129,2.119,0.164,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.043,1.44e6,0,47.265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.286,13.524,986.618,339.494,0.5,0.168
30.91,212.382,-14.688,0.009,14.688,0.009,7.855,0.02,7.855,0.146,2.12,0.001,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.043,1.44e6,0,47.248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.124,13.572,987.48,339.523,0.5,0.168
31.41,205.039,-14.683,0.011,14.683,0.134,6.812,0.02,6.812,0.167,2.053,0.133,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.043,1.441e6,0,47.259,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.922,13.62,988.341,339.552,0.5,0.168
31.91,197.699,-14.678,0.01,14.678,0.114,5.771,0.02,5.771,0.196,2.11,0.114,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.043,1.441e6,0,47.256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.226,13.667,989.202,339.581,0.5,0.168
32.41,190.361,-14.673,0.01,14.673,0.029,4.72,0.02,4.72,0.239,2.096,0.027,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.043,1.441e6,0,47.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.072,13.715,990.063,339.61,0.5,0.168
32.91,183.026,-14.667,0.011,14.668,0.119,3.686,0.02,3.686,0.304,2.037,0.119,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.043,1.441e6,0,47.258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.921,13.763,990.924,339.639,0.5,0.168
33.41,175.694,-14.663,0.01,14.663,0.029,2.665,0.019,2.665,0.418,2.051,0.028,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.043,1.442e6,0,47.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.081,13.81,991.784,339.668,0.5,0.168
33.91,168.364,-14.658,0.01,14.658,0.011,1.64,0.019,1.64,0.676,2.049,0.003,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.043,1.442e6,0,47.252,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.049,13.858,992.644,339.697,0.5,0.169
34.41,161.036,-14.652,0.011,14.653,0.097,0.627,0.019,0.627,1.757,2.001,0.096,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.043,1.442e6,0,47.257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.908,13.906,993.504,339.726,0.5,0.169
34.91,153.711,-14.647,0.011,14.647,0.164,-0.353,0.019,0.353,176.896,1.919,0.164,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.043,1.443e6,0,47.264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.759,13.953,994.363,339.755,0.5,0.169
35.41,146.389,-14.642,0.01,14.642,0.129,-1.296,0.019,1.296,179.159,1.855,0.129,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.043,1.443e6,0,47.256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.73,14.001,995.222,339.783,0.5,0.169
35.91,139.07,-14.637,0.009,14.637,0.011,-2.225,0.019,2.225,179.513,1.858,0.006,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.043,1.443e6,0,47.249,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.867,14.048,996.081,339.812,0.5,0.169
36.41,131.752,-14.632,0.01,14.632,0.078,-3.163,0.019,3.163,179.659,1.896,0.077,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.043,1.444e6,0,47.255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.976,14.096,996.939,339.841,0.5,0.169
36.91,124.438,-14.627,0.01,14.627,0.071,-4.103,0.019,4.103,179.738,1.861,0.07,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.043,1.444e6,0,47.254,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.795,14.144,997.798,339.87,0.5,0.169
37.41,117.126,-14.622,0.011,14.622,0.12,-5.048,0.019,5.048,179.789,1.921,0.12,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.043,1.444e6,0,47.259,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.043,14.191,998.656,339.899,0.5,0.169
37.91,109.816,-14.617,0.01,14.617,0.031,-6.005,0.019,6.005,179.823,1.907,0.029,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.043,1.445e6,0,47.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.88,14.239,999.513,339.928,0.5,0.17
38.41,102.509,-14.611,0.011,14.612,0.12,-6.973,0.018,6.973,179.849,1.966,0.12,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.043,1.445e6,0,47.259,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.088,14.286,1000.37,339.956,0.5,0.17
38.91,95.204,-14.607,0.01,14.607,0.012,-7.957,0.018,7.958,179.868,1.97,0.007,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.043,1.445e6,0,47.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.98,14.334,1001.227,339.985,0.5,0.17
39.41,87.902,-14.602,0.01,14.602,0.067,-8.951,0.018,8.951,179.883,2.003,0.066,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.043,1.446e6,0,47.254,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.071,14.381,1002.084,340.014,0.5,0.17
39.422,87.719,-14.102,39.217,14.102,39.219,-8.976,0.018,8.976,179.884,2.008,0.403,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.043,1.397e6,0,236.276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.124,14.429,1002.941,340.043,0.013,0.17
39.426,87.665,-13.963,35.918,13.963,35.92,-8.984,0.018,8.984,179.884,2.009,0.33,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.041,1.383e6,0,220.368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.11,14.43,1002.962,340.043,0.004,0.17
39.43,87.605,-13.812,35.023,13.812,35.024,-8.993,0.018,8.993,179.884,2.011,0.31,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.041,1.368e6,0,216.052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.107,14.43,1002.968,340.044,0.004,0.17
39.435,87.544,-13.659,34.058,13.66,34.059,-9.002,0.018,9.002,179.884,2.012,0.288,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.041,1.353e6,0,211.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.102,14.431,1002.975,340.044,0.004,0.171
39.44,87.481,-13.505,33.097,13.506,33.098,-9.011,0.018,9.011,179.884,2.013,0.267,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.04,1.338e6,0,206.764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.098,14.431,1002.983,340.044,0.005,0.171
39.444,87.416,-13.35,32.136,13.35,32.137,-9.021,0.018,9.021,179.884,2.014,0.245,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.04,1.322e6,0,202.132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.093,14.431,1002.99,340.044,0.005,0.171
39.449,87.349,-13.193,31.176,13.193,31.177,-9.031,0.018,9.031,179.884,2.016,0.223,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.039,1.307e6,0,197.505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.088,14.432,1002.998,340.045,0.005,0.171
39.455,87.28,-13.034,30.218,13.034,30.218,-9.042,0.018,9.042,179.885,2.017,0.202,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.039,1.291e6,0,192.883,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.083,14.432,1003.005,340.045,0.005,0.171
